PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
cal;0;11.0;0.00000;820.0;0.00000
cal;1;3.8;0.65455;406.1;0.50476
cal;2;1.0;0.90909;198.2;0.75829
cal;3;0.0;1.00000;111.0;0.86463
