PROG;SEQ;CTC;TC;ACTIVE-OP;ALIVE-OP;EQUIVALENT-OP;SCORE-OP;ACTIVE-ALL;ALIVE-ALL;EQUIVALENT-ALL;SCORE-ALL;START-EXEC;END-EXEC;TIME-DIFF
power;1;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;1;1;2;9;7;0;0.222222;268;162;8;0.376923;2025-05-27 21:13:31.660154163+01:00;2025-05-27 21:13:31.678184711+01:00;0.01803
power;1;2;1;9;3;0;0.666667;268;120;8;0.538462;2025-05-27 21:13:31.680064565+01:00;2025-05-27 21:13:31.698044035+01:00;0.017979
power;1;3;5;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:31.700077896+01:00;2025-05-27 21:13:31.719087519+01:00;0.019009
power;2;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;2;1;5;9;2;0;0.777778;268;52;8;0.800000;2025-05-27 21:13:31.789978844+01:00;2025-05-27 21:13:31.808070029+01:00;0.018091
power;2;2;1;9;0;0;1.000000;268;14;8;0.946154;2025-05-27 21:13:31.810140054+01:00;2025-05-27 21:13:31.827882929+01:00;0.017742
power;2;3;2;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:31.829807705+01:00;2025-05-27 21:13:31.847362673+01:00;0.017554
power;3;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;3;1;5;9;2;0;0.777778;268;52;8;0.800000;2025-05-27 21:13:31.918807629+01:00;2025-05-27 21:13:31.936861762+01:00;0.018054
power;3;2;2;9;2;0;0.777778;268;45;8;0.826923;2025-05-27 21:13:31.938807141+01:00;2025-05-27 21:13:31.956578256+01:00;0.017771
power;3;3;1;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:31.958514768+01:00;2025-05-27 21:13:31.976232478+01:00;0.017717
power;4;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;4;1;1;9;4;0;0.555556;268;185;8;0.288462;2025-05-27 21:13:32.047032204+01:00;2025-05-27 21:13:32.064865827+01:00;0.017833
power;4;2;5;9;0;0;1.000000;268;14;8;0.946154;2025-05-27 21:13:32.066745260+01:00;2025-05-27 21:13:32.084937631+01:00;0.018192
power;4;3;2;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:32.086808621+01:00;2025-05-27 21:13:32.104361461+01:00;0.017552
power;5;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;5;1;2;9;7;0;0.222222;268;162;8;0.376923;2025-05-27 21:13:32.175415575+01:00;2025-05-27 21:13:32.193849274+01:00;0.018433
power;5;2;1;9;3;0;0.666667;268;120;8;0.538462;2025-05-27 21:13:32.195875019+01:00;2025-05-27 21:13:32.213577519+01:00;0.017702
power;5;3;5;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:32.215545959+01:00;2025-05-27 21:13:32.233009180+01:00;0.017463
power;6;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;6;1;2;9;7;0;0.222222;268;162;8;0.376923;2025-05-27 21:13:32.303620887+01:00;2025-05-27 21:13:32.321790581+01:00;0.018169
power;6;2;5;9;2;0;0.777778;268;45;8;0.826923;2025-05-27 21:13:32.323766770+01:00;2025-05-27 21:13:32.341570686+01:00;0.017803
power;6;3;1;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:32.343435747+01:00;2025-05-27 21:13:32.361070180+01:00;0.017634
power;7;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;7;1;1;9;4;0;0.555556;268;185;8;0.288462;2025-05-27 21:13:32.432097490+01:00;2025-05-27 21:13:32.449994046+01:00;0.017896
power;7;2;2;9;3;0;0.666667;268;120;8;0.538462;2025-05-27 21:13:32.452063297+01:00;2025-05-27 21:13:32.469658087+01:00;0.017594
power;7;3;5;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:32.471560265+01:00;2025-05-27 21:13:32.489463545+01:00;0.017903
power;8;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;8;1;1;9;4;0;0.555556;268;185;8;0.288462;2025-05-27 21:13:32.562150617+01:00;2025-05-27 21:13:32.580553692+01:00;0.018403
power;8;2;5;9;0;0;1.000000;268;14;8;0.946154;2025-05-27 21:13:32.582553241+01:00;2025-05-27 21:13:32.600770585+01:00;0.018217
power;8;3;2;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:32.602811804+01:00;2025-05-27 21:13:32.620395632+01:00;0.017583
power;9;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;9;1;2;9;7;0;0.222222;268;162;8;0.376923;2025-05-27 21:13:32.692354064+01:00;2025-05-27 21:13:32.710320308+01:00;0.017966
power;9;2;1;9;3;0;0.666667;268;120;8;0.538462;2025-05-27 21:13:32.712222338+01:00;2025-05-27 21:13:32.730207363+01:00;0.017985
power;9;3;5;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:32.732178872+01:00;2025-05-27 21:13:32.749811413+01:00;0.017632
power;10;0;0;9;9;0;0.000000;268;260;8;0.000000;-;-;-
power;10;1;5;9;2;0;0.777778;268;52;8;0.800000;2025-05-27 21:13:32.820692029+01:00;2025-05-27 21:13:32.838266005+01:00;0.017573
power;10;2;2;9;2;0;0.777778;268;45;8;0.826923;2025-05-27 21:13:32.840160301+01:00;2025-05-27 21:13:32.857469447+01:00;0.017309
power;10;3;1;9;0;0;1.000000;268;10;8;0.961538;2025-05-27 21:13:32.859386529+01:00;2025-05-27 21:13:32.876734882+01:00;0.017348
