PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
power;0;9.0;0.00000;260.0;0.00000
power;1;4.6;0.48889;135.9;0.47731
power;2;1.8;0.80000;65.7;0.74731
power;3;0.0;1.00000;10.0;0.96154
