PROG;SEQ;CTC;TC;ACTIVE-OP;ALIVE-OP;EQUIVALENT-OP;SCORE-OP;ACTIVE-ALL;ALIVE-ALL;EQUIVALENT-ALL;SCORE-ALL;START-EXEC;END-EXEC;TIME-DIFF
Stack;1;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;1;1;1;49;12;9;0.700000;461;117;53;0.712531;2025-05-27 21:15:00.884367361+01:00;2025-05-27 21:15:00.904495314+01:00;0.020127
Stack;1;2;4;49;10;9;0.750000;461;102;53;0.749386;2025-05-27 21:15:00.906420900+01:00;2025-05-27 21:15:00.926330095+01:00;0.019909
Stack;1;3;10;49;7;9;0.825000;461;63;53;0.845209;2025-05-27 21:15:00.928109889+01:00;2025-05-27 21:15:00.947982791+01:00;0.019872
Stack;1;4;7;49;6;9;0.850000;461;55;53;0.864865;2025-05-27 21:15:00.949901167+01:00;2025-05-27 21:15:00.970155491+01:00;0.020254
Stack;1;5;2;49;2;9;0.950000;461;24;53;0.941032;2025-05-27 21:15:00.972140395+01:00;2025-05-27 21:15:00.992478222+01:00;0.020337
Stack;1;6;3;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:00.994549788+01:00;2025-05-27 21:15:01.015046526+01:00;0.020496
Stack;2;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;2;1;1;49;12;9;0.700000;461;117;53;0.712531;2025-05-27 21:15:01.089381483+01:00;2025-05-27 21:15:01.110444075+01:00;0.021062
Stack;2;2;4;49;10;9;0.750000;461;102;53;0.749386;2025-05-27 21:15:01.112888201+01:00;2025-05-27 21:15:01.134634656+01:00;0.021746
Stack;2;3;3;49;8;9;0.800000;461;77;53;0.810811;2025-05-27 21:15:01.136606854+01:00;2025-05-27 21:15:01.157529530+01:00;0.020922
Stack;2;4;7;49;5;9;0.875000;461;48;53;0.882064;2025-05-27 21:15:01.159699539+01:00;2025-05-27 21:15:01.180561031+01:00;0.020861
Stack;2;5;10;49;4;9;0.900000;461;31;53;0.923833;2025-05-27 21:15:01.182501879+01:00;2025-05-27 21:15:01.203237821+01:00;0.020735
Stack;2;6;2;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:01.205285225+01:00;2025-05-27 21:15:01.225951972+01:00;0.020666
Stack;3;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;3;1;7;49;19;9;0.525000;461;198;53;0.513514;2025-05-27 21:15:01.301210419+01:00;2025-05-27 21:15:01.321186304+01:00;0.019975
Stack;3;2;4;49;19;9;0.525000;461;197;53;0.515971;2025-05-27 21:15:01.323289937+01:00;2025-05-27 21:15:01.344035225+01:00;0.020745
Stack;3;3;1;49;7;9;0.825000;461;72;53;0.823096;2025-05-27 21:15:01.346018722+01:00;2025-05-27 21:15:01.366875585+01:00;0.020856
Stack;3;4;3;49;5;9;0.875000;461;48;53;0.882064;2025-05-27 21:15:01.368861969+01:00;2025-05-27 21:15:01.389334490+01:00;0.020472
Stack;3;5;10;49;4;9;0.900000;461;31;53;0.923833;2025-05-27 21:15:01.391484165+01:00;2025-05-27 21:15:01.412103416+01:00;0.020619
Stack;3;6;2;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:01.414098689+01:00;2025-05-27 21:15:01.434507742+01:00;0.020409
Stack;4;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;4;1;2;49;32;9;0.200000;461;335;53;0.176904;2025-05-27 21:15:01.508339214+01:00;2025-05-27 21:15:01.528441216+01:00;0.020102
Stack;4;2;4;49;17;9;0.575000;461;172;53;0.577396;2025-05-27 21:15:01.530417361+01:00;2025-05-27 21:15:01.550441473+01:00;0.020024
Stack;4;3;7;49;14;9;0.650000;461;142;53;0.651106;2025-05-27 21:15:01.552440987+01:00;2025-05-27 21:15:01.573220713+01:00;0.020779
Stack;4;4;3;49;1;9;0.975000;461;22;53;0.945946;2025-05-27 21:15:01.575295127+01:00;2025-05-27 21:15:01.596032748+01:00;0.020737
Stack;4;5;1;49;1;9;0.975000;461;20;53;0.950860;2025-05-27 21:15:01.598085310+01:00;2025-05-27 21:15:01.618516833+01:00;0.020431
Stack;4;6;10;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:01.620530014+01:00;2025-05-27 21:15:01.640675887+01:00;0.020145
Stack;5;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;5;1;3;49;10;9;0.750000;461;93;53;0.771499;2025-05-27 21:15:01.715637818+01:00;2025-05-27 21:15:01.736339986+01:00;0.020702
Stack;5;2;10;49;5;9;0.875000;461;40;53;0.901720;2025-05-27 21:15:01.738502001+01:00;2025-05-27 21:15:01.759429978+01:00;0.020927
Stack;5;3;7;49;4;9;0.900000;461;33;53;0.918919;2025-05-27 21:15:01.761512067+01:00;2025-05-27 21:15:01.782252407+01:00;0.02074
Stack;5;4;4;49;4;9;0.900000;461;33;53;0.918919;2025-05-27 21:15:01.784305744+01:00;2025-05-27 21:15:01.804959965+01:00;0.020654
Stack;5;5;1;49;4;9;0.900000;461;31;53;0.923833;2025-05-27 21:15:01.806930485+01:00;2025-05-27 21:15:01.827708809+01:00;0.020778
Stack;5;6;2;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:01.829776702+01:00;2025-05-27 21:15:01.850558075+01:00;0.020781
Stack;6;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;6;1;7;49;19;9;0.525000;461;198;53;0.513514;2025-05-27 21:15:01.925578303+01:00;2025-05-27 21:15:01.945966815+01:00;0.020388
Stack;6;2;2;49;14;9;0.650000;461;143;53;0.648649;2025-05-27 21:15:01.947978306+01:00;2025-05-27 21:15:01.967768081+01:00;0.019789
Stack;6;3;10;49;13;9;0.675000;461;126;53;0.690418;2025-05-27 21:15:01.969680816+01:00;2025-05-27 21:15:01.990058653+01:00;0.020377
Stack;6;4;4;49;13;9;0.675000;461;125;53;0.692875;2025-05-27 21:15:01.991985925+01:00;2025-05-27 21:15:02.012620582+01:00;0.020634
Stack;6;5;3;49;0;9;1.000000;461;5;53;0.987715;2025-05-27 21:15:02.014530200+01:00;2025-05-27 21:15:02.034143096+01:00;0.019612
Stack;6;6;1;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:02.036052699+01:00;2025-05-27 21:15:02.056475800+01:00;0.020423
Stack;7;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;7;1;7;49;19;9;0.525000;461;198;53;0.513514;2025-05-27 21:15:02.131201918+01:00;2025-05-27 21:15:02.152228381+01:00;0.021026
Stack;7;2;10;49;18;9;0.550000;461;181;53;0.555283;2025-05-27 21:15:02.155285476+01:00;2025-05-27 21:15:02.175910741+01:00;0.020625
Stack;7;3;2;49;13;9;0.675000;461;126;53;0.690418;2025-05-27 21:15:02.177904427+01:00;2025-05-27 21:15:02.198552832+01:00;0.020648
Stack;7;4;3;49;0;9;1.000000;461;5;53;0.987715;2025-05-27 21:15:02.200459147+01:00;2025-05-27 21:15:02.220282130+01:00;0.019822
Stack;7;5;1;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:02.222312738+01:00;2025-05-27 21:15:02.242163742+01:00;0.019851
Stack;7;6;4;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:02.244061256+01:00;2025-05-27 21:15:02.263821868+01:00;0.01976
Stack;8;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;8;1;10;49;19;9;0.525000;461;190;53;0.533170;2025-05-27 21:15:02.337353160+01:00;2025-05-27 21:15:02.357461211+01:00;0.020108
Stack;8;2;2;49;14;9;0.650000;461;135;53;0.668305;2025-05-27 21:15:02.359508690+01:00;2025-05-27 21:15:02.379679602+01:00;0.02017
Stack;8;3;3;49;1;9;0.975000;461;12;53;0.970516;2025-05-27 21:15:02.381632885+01:00;2025-05-27 21:15:02.401626649+01:00;0.019993
Stack;8;4;7;49;0;9;1.000000;461;5;53;0.987715;2025-05-27 21:15:02.403494289+01:00;2025-05-27 21:15:02.423631871+01:00;0.020137
Stack;8;5;4;49;0;9;1.000000;461;5;53;0.987715;2025-05-27 21:15:02.425580387+01:00;2025-05-27 21:15:02.445552588+01:00;0.019972
Stack;8;6;1;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:02.447485260+01:00;2025-05-27 21:15:02.467367785+01:00;0.019882
Stack;9;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;9;1;2;49;32;9;0.200000;461;335;53;0.176904;2025-05-27 21:15:02.541379450+01:00;2025-05-27 21:15:02.561524205+01:00;0.020144
Stack;9;2;1;49;8;9;0.800000;461;85;53;0.791155;2025-05-27 21:15:02.563385432+01:00;2025-05-27 21:15:02.584172068+01:00;0.020786
Stack;9;3;3;49;6;9;0.850000;461;62;53;0.847666;2025-05-27 21:15:02.586148798+01:00;2025-05-27 21:15:02.606191921+01:00;0.020043
Stack;9;4;4;49;4;9;0.900000;461;49;53;0.879607;2025-05-27 21:15:02.608130586+01:00;2025-05-27 21:15:02.629237971+01:00;0.021107
Stack;9;5;10;49;1;9;0.975000;461;10;53;0.975430;2025-05-27 21:15:02.631184608+01:00;2025-05-27 21:15:02.651090574+01:00;0.019905
Stack;9;6;7;49;0;9;1.000000;461;3;53;0.992629;2025-05-27 21:15:02.652990026+01:00;2025-05-27 21:15:02.672958213+01:00;0.019968
Stack;10;0;0;49;40;9;0.000000;461;407;53;0.000000;-;-;-
Stack;10;1;2;49;32;9;0.200000;461;335;53;0.176904;2025-05-27 21:15:02.746827335+01:00;2025-05-27 21:15:02.767085597+01:00;0.020258
Stack;10;2;7;49;14;9;0.650000;461;143;53;0.648649;2025-05-27 21:15:02.769103361+01:00;2025-05-27 21:15:02.789053862+01:00;0.01995
Stack;10;3;4;49;14;9;0.650000;461;142;53;0.651106;2025-05-27 21:15:02.791005273+01:00;2025-05-27 21:15:02.811320179+01:00;0.020314
Stack;10;4;3;49;1;9;0.975000;461;22;53;0.945946;2025-05-27 21:15:02.813357047+01:00;2025-05-27 21:15:02.833817691+01:00;0.02046
