PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
Stack;0;40.0;0.00000;407.0;0.00000
Stack;1;20.6;0.48500;211.6;0.48010
Stack;2;12.9;0.67750;130.0;0.68059
Stack;3;8.7;0.78250;85.5;0.78993
Stack;4;3.9;0.90250;41.2;0.89877
Stack;5;1.7;0.95750;18.0;0.95577
Stack;6;0.0;1.00000;3.0;0.99263
