PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
MergeSort;0;23.0;0.00000;959.0;0.00000
MergeSort;1;3.8;0.83478;152.4;0.84108
MergeSort;2;0.3;0.98696;50.1;0.94776
MergeSort;3;0.0;1.00000;43.0;0.95516
