PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
DigitReverser;0;15.0;0.00000;451.0;0.00000
DigitReverser;1;2.0;0.86667;131.0;0.70953
DigitReverser;2;0.0;1.00000;67.0;0.85144
