PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
findVal;0;5.0;0.00000;176.0;0.00000
findVal;1;0.9;0.82000;58.1;0.66989
findVal;2;0.0;1.00000;15.0;0.91477
