PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
print_tokens2;0;204.0;0.00000;4044.0;0.00000
print_tokens2;1;103.5;0.49265;1740.3;0.56966
print_tokens2;2;35.7;0.82500;549.2;0.86419
print_tokens2;3;23.5;0.88480;362.9;0.91026
print_tokens2;4;11.9;0.94167;254.4;0.93709
print_tokens2;5;5.5;0.97304;185.9;0.95403
print_tokens2;6;2.7;0.98676;153.5;0.96204
print_tokens2;7;0.0;1.00000;116.0;0.97132
