PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
trashAndTakeOut;0;14.0;0.00000;580.0;0.00000
trashAndTakeOut;1;3.8;0.72857;264.8;0.54345
trashAndTakeOut;2;0.9;0.93571;122.3;0.78914
trashAndTakeOut;3;0.0;1.00000;61.0;0.89483
