PROG;SEQ;CTC;TC;ACTIVE-OP;ALIVE-OP;EQUIVALENT-OP;SCORE-OP;ACTIVE-ALL;ALIVE-ALL;EQUIVALENT-ALL;SCORE-ALL;START-EXEC;END-EXEC;TIME-DIFF
Queue;1;0;0;51;47;4;0.000000;469;431;38;0.000000;-;-;-
Queue;1;1;5;51;33;4;0.297872;469;241;38;0.440835;2025-05-27 21:13:53.029563640+01:00;2025-05-27 21:13:53.050388823+01:00;0.020825
Queue;1;2;10;51;24;4;0.489362;469;180;38;0.582367;2025-05-27 21:13:53.052392105+01:00;2025-05-27 21:13:53.072682739+01:00;0.02029
Queue;1;3;6;51;16;4;0.659574;469;138;38;0.679814;2025-05-27 21:13:53.074628600+01:00;2025-05-27 21:13:53.094517189+01:00;0.019888
Queue;1;4;4;51;11;4;0.765957;469;121;38;0.719258;2025-05-27 21:13:53.096465321+01:00;2025-05-27 21:13:53.116494900+01:00;0.020029
Queue;1;5;11;51;0;4;1.000000;469;1;38;0.997680;2025-05-27 21:13:53.118383822+01:00;2025-05-27 21:13:53.138765427+01:00;0.020381
Queue;1;6;1;51;0;4;1.000000;469;1;38;0.997680;2025-05-27 21:13:53.140771735+01:00;2025-05-27 21:13:53.161150017+01:00;0.020378
Queue;1;7;3;51;0;4;1.000000;469;1;38;0.997680;2025-05-27 21:13:53.163068046+01:00;2025-05-27 21:13:53.182800216+01:00;0.019732
Queue;1;8;9;51;0;4;1.000000;469;1;38;0.997680;2025-05-27 21:13:53.184672456+01:00;2025-05-27 21:13:53.204651302+01:00;0.019978
Queue;1;9;7;51;0;4;1.000000;469;0;38;1.000000;2025-05-27 21:13:53.206556956+01:00;2025-05-27 21:13:53.226441184+01:00;0.019884
Queue;2;0;0;51;47;4;0.000000;469;431;38;0.000000;-;-;-
Queue;2;1;9;51;40;4;0.148936;469;327;38;0.241299;2025-05-27 21:13:53.300117747+01:00;2025-05-27 21:13:53.320060449+01:00;0.019942
Queue;2;2;10;51;30;4;0.361702;469;265;38;0.385151;2025-05-27 21:13:53.321959988+01:00;2025-05-27 21:13:53.341622394+01:00;0.019662
