PROG;SEQ;CTC;TC;ACTIVE-OP;ALIVE-OP;EQUIVALENT-OP;SCORE-OP;ACTIVE-ALL;ALIVE-ALL;EQUIVALENT-ALL;SCORE-ALL;START-EXEC;END-EXEC;TIME-DIFF
date-plus;1;0;0;89;88;1;0.000000;2421;2257;164;0.000000;-;-;-
date-plus;1;1;37;89;45;1;0.488636;2421;1273;164;0.435977;2025-05-27 21:12:50.356090792+01:00;2025-05-27 21:12:50.403331964+01:00;0.047241
date-plus;1;2;11;89;41;1;0.534091;2421;1132;164;0.498449;2025-05-27 21:12:50.405452820+01:00;2025-05-27 21:12:50.452517340+01:00;0.047064
date-plus;1;3;2;89;35;1;0.602273;2421;947;164;0.580417;2025-05-27 21:12:50.454443896+01:00;2025-05-27 21:12:50.501298201+01:00;0.046854
date-plus;1;4;20;89;28;1;0.681818;2421;804;164;0.643775;2025-05-27 21:12:50.503157665+01:00;2025-05-27 21:12:50.550036031+01:00;0.046878
date-plus;1;5;36;89;26;1;0.704545;2421;769;164;0.659282;2025-05-27 21:12:50.551987302+01:00;2025-05-27 21:12:50.598669629+01:00;0.046682
date-plus;1;6;12;89;25;1;0.715909;2421;725;164;0.678777;2025-05-27 21:12:50.600693516+01:00;2025-05-27 21:12:50.647638033+01:00;0.046944
date-plus;1;7;10;89;16;1;0.818182;2421;540;164;0.760744;2025-05-27 21:12:50.649558814+01:00;2025-05-27 21:12:50.696524364+01:00;0.046965
date-plus;1;8;13;89;13;1;0.852273;2421;460;164;0.796190;2025-05-27 21:12:50.698575180+01:00;2025-05-27 21:12:50.745754659+01:00;0.047179
date-plus;1;9;33;89;9;1;0.897727;2421;390;164;0.827204;2025-05-27 21:12:50.747780905+01:00;2025-05-27 21:12:50.795094985+01:00;0.047314
date-plus;1;10;3;89;9;1;0.897727;2421;390;164;0.827204;2025-05-27 21:12:50.797053184+01:00;2025-05-27 21:12:50.843735006+01:00;0.046681
date-plus;1;11;14;89;9;1;0.897727;2421;390;164;0.827204;2025-05-27 21:12:50.845686417+01:00;2025-05-27 21:12:50.892813928+01:00;0.047127
date-plus;1;12;1;89;9;1;0.897727;2421;390;164;0.827204;2025-05-27 21:12:50.894831119+01:00;2025-05-27 21:12:50.942636842+01:00;0.047805
