PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
Heap;0;36.0;0.00000;975.0;0.00000
Heap;1;11.2;0.68889;303.3;0.68892
Heap;2;3.2;0.91111;105.9;0.89138
Heap;3;0.0;1.00000;50.0;0.94872
