PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
oddOrPos;0;7.0;0.00000;290.0;0.00000
oddOrPos;1;4.3;0.38571;215.3;0.25759
oddOrPos;2;0.2;0.97143;84.4;0.70897
oddOrPos;3;0.0;1.00000;64.0;0.77931
