PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
schedule;0;132.0;0.00000;1902.0;0.00000
schedule;1;53.1;0.59773;856.8;0.54953
schedule;2;26.2;0.80152;482.8;0.74616
schedule;3;11.6;0.91212;262.0;0.86225
schedule;4;7.9;0.94015;199.4;0.89516
schedule;5;6.7;0.94924;183.2;0.90368
schedule;6;4.5;0.96591;160.7;0.91551
schedule;7;2.3;0.98258;130.8;0.93123
schedule;8;1.3;0.99015;111.1;0.94159
schedule;9;0.8;0.99394;103.6;0.94553
schedule;10;0.2;0.99848;94.8;0.95016
schedule;11;0.0;1.00000;93.0;0.95110
