PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
RecursiveSelectionSort;0;14.0;0.00000;518.0;0.00000
RecursiveSelectionSort;1;4.5;0.67857;129.6;0.74981
RecursiveSelectionSort;2;0.5;0.96429;45.1;0.91293
RecursiveSelectionSort;3;0.0;1.00000;22.0;0.95753
