PROG;SEQ;CTC;TC;ACTIVE-OP;ALIVE-OP;EQUIVALENT-OP;SCORE-OP;ACTIVE-ALL;ALIVE-ALL;EQUIVALENT-ALL;SCORE-ALL;START-EXEC;END-EXEC;TIME-DIFF
RecursiveSelectionSort;1;0;0;14;14;0;0.000000;555;518;37;0.000000;-;-;-
RecursiveSelectionSort;1;1;2;14;12;0;0.142857;555;266;37;0.486486;2025-05-27 21:13:58.067260030+01:00;2025-05-27 21:13:58.088252231+01:00;0.020992
RecursiveSelectionSort;1;2;4;14;1;0;0.928571;555;64;37;0.876448;2025-05-27 21:13:58.090242812+01:00;2025-05-27 21:13:58.111557808+01:00;0.021314
RecursiveSelectionSort;1;3;5;14;0;0;1.000000;555;22;37;0.957529;2025-05-27 21:13:58.113466127+01:00;2025-05-27 21:13:58.135073129+01:00;0.021607
RecursiveSelectionSort;2;0;0;14;14;0;0.000000;555;518;37;0.000000;-;-;-
RecursiveSelectionSort;2;1;2;14;12;0;0.142857;555;266;37;0.486486;2025-05-27 21:13:58.210917374+01:00;2025-05-27 21:13:58.231821343+01:00;0.020903
RecursiveSelectionSort;2;2;4;14;1;0;0.928571;555;64;37;0.876448;2025-05-27 21:13:58.233740163+01:00;2025-05-27 21:13:58.255270609+01:00;0.02153
RecursiveSelectionSort;2;3;5;14;0;0;1.000000;555;22;37;0.957529;2025-05-27 21:13:58.257187444+01:00;2025-05-27 21:13:58.278169883+01:00;0.020982
RecursiveSelectionSort;3;0;0;14;14;0;0.000000;555;518;37;0.000000;-;-;-
RecursiveSelectionSort;3;1;2;14;12;0;0.142857;555;266;37;0.486486;2025-05-27 21:13:58.353914855+01:00;2025-05-27 21:13:58.375051186+01:00;0.021136
RecursiveSelectionSort;3;2;4;14;1;0;0.928571;555;64;37;0.876448;2025-05-27 21:13:58.376977807+01:00;2025-05-27 21:13:58.398125215+01:00;0.021147
RecursiveSelectionSort;3;3;5;14;0;0;1.000000;555;22;37;0.957529;2025-05-27 21:13:58.399933326+01:00;2025-05-27 21:13:58.420710969+01:00;0.020777
RecursiveSelectionSort;4;0;0;14;14;0;0.000000;555;518;37;0.000000;-;-;-
RecursiveSelectionSort;4;1;4;14;1;0;0.928571;555;70;37;0.864865;2025-05-27 21:13:58.496236327+01:00;2025-05-27 21:13:58.517563263+01:00;0.021326
RecursiveSelectionSort;4;2;5;14;0;0;1.000000;555;26;37;0.949807;2025-05-27 21:13:58.519575078+01:00;2025-05-27 21:13:58.540422311+01:00;0.020847
RecursiveSelectionSort;4;3;2;14;0;0;1.000000;555;22;37;0.957529;2025-05-27 21:13:58.542333212+01:00;2025-05-27 21:13:58.563355639+01:00;0.021022
RecursiveSelectionSort;5;0;0;14;14;0;0.000000;555;518;37;0.000000;-;-;-
RecursiveSelectionSort;5;1;5;14;2;0;0.857143;555;74;37;0.857143;2025-05-27 21:13:58.639230890+01:00;2025-05-27 21:13:58.660041390+01:00;0.02081
