PROG;SEQ;CTC;TC;ACTIVE-OP;ALIVE-OP;EQUIVALENT-OP;SCORE-OP;ACTIVE-ALL;ALIVE-ALL;EQUIVALENT-ALL;SCORE-ALL;START-EXEC;END-EXEC;TIME-DIFF
Calculation;1;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;1;1;1;36;25;3;0.242424;1118;857;106;0.153162;2025-05-27 21:12:44.324968028+01:00;2025-05-27 21:12:44.353357538+01:00;0.028389
Calculation;1;2;2;36;19;3;0.424242;1118;611;106;0.396245;2025-05-27 21:12:44.355329966+01:00;2025-05-27 21:12:44.384030576+01:00;0.0287
Calculation;1;3;10;36;18;3;0.454545;1118;591;106;0.416008;2025-05-27 21:12:44.386184140+01:00;2025-05-27 21:12:44.414792216+01:00;0.028608
Calculation;1;4;4;36;14;3;0.575758;1118;524;106;0.482213;2025-05-27 21:12:44.416918832+01:00;2025-05-27 21:12:44.445206544+01:00;0.028287
Calculation;1;5;3;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:44.447143241+01:00;2025-05-27 21:12:44.475141816+01:00;0.027998
Calculation;2;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;2;1;1;36;25;3;0.242424;1118;857;106;0.153162;2025-05-27 21:12:44.562817182+01:00;2025-05-27 21:12:44.591116503+01:00;0.028299
Calculation;2;2;10;36;20;3;0.393939;1118;669;106;0.338933;2025-05-27 21:12:44.593196409+01:00;2025-05-27 21:12:44.621454378+01:00;0.028257
Calculation;2;3;4;36;16;3;0.515152;1118;595;106;0.412055;2025-05-27 21:12:44.623577691+01:00;2025-05-27 21:12:44.651762155+01:00;0.028184
Calculation;2;4;3;36;2;3;0.939394;1118;193;106;0.809289;2025-05-27 21:12:44.653826370+01:00;2025-05-27 21:12:44.682102592+01:00;0.028276
Calculation;2;5;2;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:44.683987985+01:00;2025-05-27 21:12:44.712240986+01:00;0.028253
Calculation;3;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;3;1;2;36;21;3;0.363636;1118;657;106;0.350791;2025-05-27 21:12:44.798184484+01:00;2025-05-27 21:12:44.826552593+01:00;0.028368
Calculation;3;2;4;36;17;3;0.484848;1118;572;106;0.434783;2025-05-27 21:12:44.828529379+01:00;2025-05-27 21:12:44.856211906+01:00;0.027682
Calculation;3;3;3;36;3;3;0.909091;1118;170;106;0.832016;2025-05-27 21:12:44.858128010+01:00;2025-05-27 21:12:44.886056420+01:00;0.027928
Calculation;3;4;10;36;2;3;0.939394;1118;168;106;0.833992;2025-05-27 21:12:44.887957519+01:00;2025-05-27 21:12:44.915896144+01:00;0.027938
Calculation;3;5;1;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:44.917861059+01:00;2025-05-27 21:12:44.945976991+01:00;0.028115
Calculation;4;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;4;1;2;36;21;3;0.363636;1118;657;106;0.350791;2025-05-27 21:12:45.031964824+01:00;2025-05-27 21:12:45.060323990+01:00;0.028359
Calculation;4;2;4;36;17;3;0.484848;1118;572;106;0.434783;2025-05-27 21:12:45.062269990+01:00;2025-05-27 21:12:45.090299087+01:00;0.028029
Calculation;4;3;3;36;3;3;0.909091;1118;170;106;0.832016;2025-05-27 21:12:45.092235180+01:00;2025-05-27 21:12:45.120393735+01:00;0.028158
Calculation;4;4;1;36;1;3;0.969697;1118;124;106;0.877470;2025-05-27 21:12:45.122354120+01:00;2025-05-27 21:12:45.150943355+01:00;0.028589
Calculation;4;5;10;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:45.152839208+01:00;2025-05-27 21:12:45.180524323+01:00;0.027685
Calculation;5;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;5;1;10;36;28;3;0.151515;1118;824;106;0.185771;2025-05-27 21:12:45.265759193+01:00;2025-05-27 21:12:45.293642854+01:00;0.027883
Calculation;5;2;2;36;20;3;0.393939;1118;637;106;0.370553;2025-05-27 21:12:45.295503680+01:00;2025-05-27 21:12:45.323436172+01:00;0.027932
Calculation;5;3;3;36;6;3;0.818182;1118;235;106;0.767787;2025-05-27 21:12:45.325350828+01:00;2025-05-27 21:12:45.354468758+01:00;0.029117
Calculation;5;4;1;36;4;3;0.878788;1118;189;106;0.813241;2025-05-27 21:12:45.356472723+01:00;2025-05-27 21:12:45.384578155+01:00;0.028105
Calculation;5;5;4;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:45.386513263+01:00;2025-05-27 21:12:45.414436483+01:00;0.027923
Calculation;6;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;6;1;2;36;21;3;0.363636;1118;657;106;0.350791;2025-05-27 21:12:45.501460106+01:00;2025-05-27 21:12:45.529906981+01:00;0.028446
Calculation;6;2;4;36;17;3;0.484848;1118;572;106;0.434783;2025-05-27 21:12:45.531836519+01:00;2025-05-27 21:12:45.559756455+01:00;0.027919
Calculation;6;3;1;36;15;3;0.545455;1118;526;106;0.480237;2025-05-27 21:12:45.561690102+01:00;2025-05-27 21:12:45.589716189+01:00;0.028026
Calculation;6;4;3;36;1;3;0.969697;1118;124;106;0.877470;2025-05-27 21:12:45.591730941+01:00;2025-05-27 21:12:45.619645256+01:00;0.027914
Calculation;6;5;10;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:45.621591685+01:00;2025-05-27 21:12:45.649681545+01:00;0.028089
Calculation;7;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;7;1;4;36;20;3;0.393939;1118;697;106;0.311265;2025-05-27 21:12:45.736384223+01:00;2025-05-27 21:12:45.764493084+01:00;0.028108
Calculation;7;2;1;36;18;3;0.454545;1118;634;106;0.373518;2025-05-27 21:12:45.766454198+01:00;2025-05-27 21:12:45.794484611+01:00;0.02803
Calculation;7;3;3;36;4;3;0.878788;1118;232;106;0.770751;2025-05-27 21:12:45.796459662+01:00;2025-05-27 21:12:45.824498044+01:00;0.028038
Calculation;7;4;2;36;1;3;0.969697;1118;124;106;0.877470;2025-05-27 21:12:45.826454953+01:00;2025-05-27 21:12:45.854332587+01:00;0.027877
Calculation;7;5;10;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:45.856153187+01:00;2025-05-27 21:12:45.883927868+01:00;0.027774
Calculation;8;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;8;1;1;36;25;3;0.242424;1118;857;106;0.153162;2025-05-27 21:12:45.970431626+01:00;2025-05-27 21:12:45.998347865+01:00;0.027916
Calculation;8;2;3;36;11;3;0.666667;1118;455;106;0.550395;2025-05-27 21:12:46.000374657+01:00;2025-05-27 21:12:46.028422932+01:00;0.028048
Calculation;8;3;10;36;6;3;0.818182;1118;267;106;0.736166;2025-05-27 21:12:46.030387937+01:00;2025-05-27 21:12:46.058751014+01:00;0.028363
Calculation;8;4;2;36;4;3;0.878788;1118;189;106;0.813241;2025-05-27 21:12:46.060751985+01:00;2025-05-27 21:12:46.088753675+01:00;0.028001
Calculation;8;5;4;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:46.090718957+01:00;2025-05-27 21:12:46.119079710+01:00;0.02836
Calculation;9;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;9;1;10;36;28;3;0.151515;1118;824;106;0.185771;2025-05-27 21:12:46.205923564+01:00;2025-05-27 21:12:46.234674952+01:00;0.028751
Calculation;9;2;4;36;18;3;0.454545;1118;658;106;0.349802;2025-05-27 21:12:46.236715355+01:00;2025-05-27 21:12:46.265353293+01:00;0.028637
Calculation;9;3;3;36;4;3;0.878788;1118;243;106;0.759881;2025-05-27 21:12:46.267243492+01:00;2025-05-27 21:12:46.295814256+01:00;0.02857
Calculation;9;4;1;36;2;3;0.939394;1118;193;106;0.809289;2025-05-27 21:12:46.297730952+01:00;2025-05-27 21:12:46.326469596+01:00;0.028738
Calculation;9;5;2;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:46.328417505+01:00;2025-05-27 21:12:46.356578911+01:00;0.028161
Calculation;10;0;0;36;33;3;0.000000;1118;1012;106;0.000000;-;-;-
Calculation;10;1;3;36;14;3;0.575758;1118;513;106;0.493083;2025-05-27 21:12:46.443249224+01:00;2025-05-27 21:12:46.471622613+01:00;0.028373
Calculation;10;2;4;36;6;3;0.818182;1118;282;106;0.721344;2025-05-27 21:12:46.473616967+01:00;2025-05-27 21:12:46.501586064+01:00;0.027969
Calculation;10;3;2;36;3;3;0.909091;1118;170;106;0.832016;2025-05-27 21:12:46.503537993+01:00;2025-05-27 21:12:46.531736113+01:00;0.028198
Calculation;10;4;10;36;2;3;0.939394;1118;168;106;0.833992;2025-05-27 21:12:46.533700114+01:00;2025-05-27 21:12:46.561809097+01:00;0.028108
Calculation;10;5;1;36;0;3;1.000000;1118;122;106;0.879447;2025-05-27 21:12:46.563700240+01:00;2025-05-27 21:12:46.592107589+01:00;0.028407
