PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
CheckPalindrome;0;8.0;0.00000;145.0;0.00000
CheckPalindrome;1;5.6;0.30000;69.9;0.51793
CheckPalindrome;2;3.9;0.51250;51.7;0.64345
CheckPalindrome;3;2.2;0.72500;26.0;0.82069
CheckPalindrome;4;0.0;1.00000;10.0;0.93103
