PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
UnixCal;0;97.0;0.00000;4509.0;0.00000
UnixCal;1;55.8;0.42474;2716.1;0.39763
UnixCal;2;34.1;0.64845;1671.0;0.62941
UnixCal;3;24.2;0.75052;1185.0;0.73719
UnixCal;4;15.5;0.84021;743.2;0.83517
UnixCal;5;12.1;0.87526;650.1;0.85582
UnixCal;6;7.5;0.92268;448.5;0.90053
UnixCal;7;3.0;0.96907;233.3;0.94826
UnixCal;8;0.0;1.00000;157.0;0.96518
