PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
Gaussian;0;24.0;0.00000;1058.0;0.00000
Gaussian;1;12.8;0.46667;486.2;0.54045
Gaussian;2;9.2;0.61667;327.6;0.69036
Gaussian;3;7.6;0.68333;284.5;0.73110
Gaussian;4;3.6;0.85000;142.7;0.86512
Gaussian;5;0.0;1.00000;33.0;0.96881
