PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
findLast;0;7.0;0.00000;189.0;0.00000
findLast;1;2.6;0.62857;96.8;0.48783
findLast;2;0.0;1.00000;50.0;0.73545
