PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
pcal;0;128.0;0.00000;5374.0;0.00000
pcal;1;87.2;0.31875;4078.5;0.24107
pcal;2;54.4;0.57500;2724.9;0.49295
pcal;3;35.7;0.72109;1807.4;0.66368
pcal;4;31.3;0.75547;1688.0;0.68590
pcal;5;19.7;0.84609;1083.8;0.79833
pcal;6;8.0;0.93750;439.5;0.91822
pcal;7;4.6;0.96406;325.8;0.93937
pcal;8;3.6;0.97188;279.5;0.94799
pcal;9;1.6;0.98750;216.3;0.95975
pcal;10;0.0;1.00000;174.0;0.96762
