PROG;SEQ;CTC;TC;ACTIVE-OP;ALIVE-OP;EQUIVALENT-OP;SCORE-OP;ACTIVE-ALL;ALIVE-ALL;EQUIVALENT-ALL;SCORE-ALL;START-EXEC;END-EXEC;TIME-DIFF
pcal;1;0;0;136;128;8;0.000000;6419;5374;1045;0.000000;-;-;-
pcal;1;1;34;136;103;8;0.195312;6419;5047;1045;0.060849;2025-05-27 21:13:19.871110726+01:00;2025-05-27 21:13:19.969925151+01:00;0.098814
pcal;1;2;1;136;22;8;0.828125;6419;1003;1045;0.813361;2025-05-27 21:13:19.971944395+01:00;2025-05-27 21:13:20.069843326+01:00;0.097898
pcal;1;3;8;136;22;8;0.828125;6419;904;1045;0.831783;2025-05-27 21:13:20.071828193+01:00;2025-05-27 21:13:20.171368246+01:00;0.09954
pcal;1;4;36;136;20;8;0.843750;6419;858;1045;0.840342;2025-05-27 21:13:20.173479644+01:00;2025-05-27 21:13:20.274382135+01:00;0.100902
pcal;1;5;2;136;12;8;0.906250;6419;475;1045;0.911611;2025-05-27 21:13:20.276582002+01:00;2025-05-27 21:13:20.374361076+01:00;0.097779
pcal;1;6;7;136;10;8;0.921875;6419;449;1045;0.916450;2025-05-27 21:13:20.376507138+01:00;2025-05-27 21:13:20.475937086+01:00;0.099429
pcal;1;7;33;136;6;8;0.953125;6419;303;1045;0.943617;2025-05-27 21:13:20.477997264+01:00;2025-05-27 21:13:20.578505926+01:00;0.100508
pcal;1;8;35;136;5;8;0.960938;6419;271;1045;0.949572;2025-05-27 21:13:20.580639269+01:00;2025-05-27 21:13:20.681258320+01:00;0.100619
pcal;1;9;11;136;1;8;0.992188;6419;184;1045;0.965761;2025-05-27 21:13:20.683338077+01:00;2025-05-27 21:13:20.783816318+01:00;0.100478
pcal;1;10;6;136;0;8;1.000000;6419;174;1045;0.967622;2025-05-27 21:13:20.785877013+01:00;2025-05-27 21:13:20.888886401+01:00;0.103009
pcal;2;0;0;136;128;8;0.000000;6419;5374;1045;0.000000;-;-;-
pcal;2;1;8;136;112;8;0.125000;6419;5211;1045;0.030331;2025-05-27 21:13:21.080215191+01:00;2025-05-27 21:13:21.180721967+01:00;0.100506
pcal;2;2;7;136;26;8;0.796875;6419;942;1045;0.824712;2025-05-27 21:13:21.182990621+01:00;2025-05-27 21:13:21.283742465+01:00;0.100751
pcal;2;3;11;136;22;8;0.828125;6419;855;1045;0.840901;2025-05-27 21:13:21.285954224+01:00;2025-05-27 21:13:21.385173081+01:00;0.099218
pcal;2;4;6;136;20;8;0.843750;6419;843;1045;0.843134;2025-05-27 21:13:21.387194610+01:00;2025-05-27 21:13:21.484001447+01:00;0.096806
pcal;2;5;34;136;18;8;0.859375;6419;798;1045;0.851507;2025-05-27 21:13:21.486113359+01:00;2025-05-27 21:13:21.582879164+01:00;0.096765
pcal;2;6;33;136;5;8;0.960938;6419;340;1045;0.936732;2025-05-27 21:13:21.584856407+01:00;2025-05-27 21:13:21.680780702+01:00;0.095924
pcal;2;7;2;136;2;8;0.984375;6419;233;1045;0.956643;2025-05-27 21:13:21.682927336+01:00;2025-05-27 21:13:21.782302171+01:00;0.099374
pcal;2;8;35;136;1;8;0.992188;6419;200;1045;0.962784;2025-05-27 21:13:21.784398486+01:00;2025-05-27 21:13:21.883243511+01:00;0.098845
pcal;2;9;1;136;1;8;0.992188;6419;200;1045;0.962784;2025-05-27 21:13:21.885302820+01:00;2025-05-27 21:13:21.982971489+01:00;0.097668
pcal;2;10;36;136;0;8;1.000000;6419;174;1045;0.967622;2025-05-27 21:13:21.985131028+01:00;2025-05-27 21:13:22.083516507+01:00;0.098385
pcal;3;0;0;136;128;8;0.000000;6419;5374;1045;0.000000;-;-;-
pcal;3;1;2;136;44;8;0.656250;6419;2033;1045;0.621697;2025-05-27 21:13:22.272385825+01:00;2025-05-27 21:13:22.374665749+01:00;0.102279
pcal;3;2;35;136;26;8;0.796875;6419;1930;1045;0.640863;2025-05-27 21:13:22.376764589+01:00;2025-05-27 21:13:22.474869956+01:00;0.098105
pcal;3;3;7;136;11;8;0.914062;6419;569;1045;0.894120;2025-05-27 21:13:22.476884038+01:00;2025-05-27 21:13:22.574234390+01:00;0.09735
pcal;3;4;33;136;7;8;0.945312;6419;423;1045;0.921288;2025-05-27 21:13:22.576421130+01:00;2025-05-27 21:13:22.674862552+01:00;0.098441
pcal;3;5;6;136;6;8;0.953125;6419;413;1045;0.923149;2025-05-27 21:13:22.676912956+01:00;2025-05-27 21:13:22.777232095+01:00;0.100319
pcal;3;6;8;136;6;8;0.953125;6419;314;1045;0.941571;2025-05-27 21:13:22.779279321+01:00;2025-05-27 21:13:22.879129540+01:00;0.09985
pcal;3;7;11;136;2;8;0.984375;6419;227;1045;0.957760;2025-05-27 21:13:22.881245349+01:00;2025-05-27 21:13:22.983413152+01:00;0.102167
pcal;3;8;1;136;2;8;0.984375;6419;227;1045;0.957760;2025-05-27 21:13:22.985571650+01:00;2025-05-27 21:13:23.082326571+01:00;0.096754
pcal;3;9;36;136;1;8;0.992188;6419;200;1045;0.962784;2025-05-27 21:13:23.084394820+01:00;2025-05-27 21:13:23.181824846+01:00;0.09743
pcal;3;10;34;136;0;8;1.000000;6419;174;1045;0.967622;2025-05-27 21:13:23.183723802+01:00;2025-05-27 21:13:23.278699888+01:00;0.094976
pcal;4;0;0;136;128;8;0.000000;6419;5374;1045;0.000000;-;-;-
pcal;4;1;6;136;108;8;0.156250;6419;5109;1045;0.049312;2025-05-27 21:13:23.463347371+01:00;2025-05-27 21:13:23.559911886+01:00;0.096564
pcal;4;2;35;136;100;8;0.218750;6419;4869;1045;0.093971;2025-05-27 21:13:23.562169198+01:00;2025-05-27 21:13:23.658740509+01:00;0.096571
pcal;4;3;34;136;99;8;0.226562;6419;4840;1045;0.099367;2025-05-27 21:13:23.660792260+01:00;2025-05-27 21:13:23.757260319+01:00;0.096468
pcal;4;4;11;136;90;8;0.296875;6419;4705;1045;0.124488;2025-05-27 21:13:23.759387860+01:00;2025-05-27 21:13:23.855540843+01:00;0.096152
pcal;4;5;7;136;15;8;0.882812;6419;708;1045;0.868255;2025-05-27 21:13:23.857385140+01:00;2025-05-27 21:13:23.955076567+01:00;0.097691
pcal;4;6;8;136;15;8;0.882812;6419;611;1045;0.886304;2025-05-27 21:13:23.957001726+01:00;2025-05-27 21:13:24.053985635+01:00;0.096983
pcal;4;7;33;136;4;8;0.968750;6419;307;1045;0.942873;2025-05-27 21:13:24.056109666+01:00;2025-05-27 21:13:24.151742338+01:00;0.095632
