PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
twoPred;0;6.0;0.00000;220.0;0.00000
twoPred;1;1.6;0.73333;121.1;0.44955
twoPred;2;0.0;1.00000;71.0;0.67727
