PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
sum;0;5.0;0.00000;147.0;0.00000
sum;1;3.3;0.34000;102.7;0.30136
sum;2;1.2;0.76000;41.9;0.71497
sum;3;0.0;1.00000;14.0;0.90476
