PROG;SEQ;ALIVE-OP;SCORE-OP;ALIVE-ALL;SCORE-ALL
countPositive;0;7.0;0.00000;142.0;0.00000
countPositive;1;3.2;0.54286;66.7;0.53028
countPositive;2;0.0;1.00000;4.8;0.96620
countPositive;3;0.0;1.00000;4.0;0.97183
